raw_material,impact,unit,iso2c,value,iso3c,allocation,FAOSTAT_name
Maize,Marine ecotoxicity,"kg 1,4-DCB",LT,0.015604,LTU,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",MX,0.04741,MEX,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",NL,0.018847,NLD,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",PH,0.01841,PHL,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",PK,0.014438,PAK,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",PL,0.021626,POL,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",PT,0.039477,PRT,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",RO,0.012733,ROU,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",RU,0.021569,RUS,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",SI,0.020744,SVN,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",SK,0.014082,SVK,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",TH,0.03368,THA,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",TR,0.026594,TUR,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",UA,0.01906,UKR,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",US,0.025888,USA,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",VN,0.038259,VNM,Energetic allocation,Maize
Maize,Marine ecotoxicity,"kg 1,4-DCB",ZA,0.051946,ZAF,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",AR,0.00405,ARG,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",AT,0.004521,AUT,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",BE,0.004249,BEL,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",BG,0.005395,BGR,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",BR,0.007088,BRA,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",BY,0.019686,BLR,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",CA,0.003736,CAN,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",CH,0.00507,CHE,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",CN,0.006511,CHN,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",CZ,0.004733,CZE,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",DE,0.004496,DEU,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",ES,0.010026,ESP,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",FR,0.005036,FRA,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",GR,0.012454,GRC,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",HU,0.005088,HUN,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",ID,0.004669,IDN,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",IN,0.011362,IND,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",IT,0.006134,ITA,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",JP,0.013493,JPN,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",LT,0.00682,LTU,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",MX,0.011277,MEX,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",NL,0.003746,NLD,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",PH,0.00811,PHL,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",PK,0.010953,PAK,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",PL,0.007374,POL,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",PT,0.014446,PRT,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",RO,0.007018,ROU,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",RU,0.008396,RUS,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",SI,0.00526,SVN,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",SK,0.005342,SVK,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",TH,0.007832,THA,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",TR,0.009648,TUR,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",UA,0.00668,UKR,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",US,0.004087,USA,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",VN,0.008346,VNM,Energetic allocation,Maize
Maize,Human carcinogenic toxicity,"kg 1,4-DCB",ZA,0.007631,ZAF,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",AR,0.056215,ARG,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",AT,0.845072,AUT,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",BE,4.012929,BEL,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",BG,0.055014,BGR,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",BR,0.878252,BRA,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",BY,4.032078,BLR,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",CA,0.064665,CAN,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",CH,2.37814,CHE,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",CN,1.110894,CHN,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",CZ,0.42961,CZE,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",DE,1.192385,DEU,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",ES,0.893576,ESP,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",FR,0.527633,FRA,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",GR,0.205373,GRC,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",HU,0.337256,HUN,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",ID,0.594363,IDN,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",IN,0.734132,IND,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",IT,0.832745,ITA,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",JP,4.612225,JPN,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",LT,0.304848,LTU,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",MX,2.547506,MEX,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",NL,7.136716,NLD,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",PH,0.738795,PHL,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",PK,0.531722,PAK,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",PL,1.118085,POL,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",PT,1.442685,PRT,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",RO,0.495178,ROU,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",RU,0.492718,RUS,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",SI,0.97397,SVN,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",SK,0.327234,SVK,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",TH,0.481438,THA,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",TR,0.226812,TUR,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",UA,0.208909,UKR,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",US,0.282766,USA,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",VN,1.369147,VNM,Energetic allocation,Maize
Maize,Human non-carcinogenic toxicity,"kg 1,4-DCB",ZA,0.702541,ZAF,Energetic allocation,Maize
Maize,Land use,m2a crop eq,AR,2.120257,ARG,Energetic allocation,Maize
Maize,Land use,m2a crop eq,AT,0.86967,AUT,Energetic allocation,Maize
Maize,Land use,m2a crop eq,BE,0.893719,BEL,Energetic allocation,Maize
Maize,Land use,m2a crop eq,BG,1.345585,BGR,Energetic allocation,Maize
Maize,Land use,m2a crop eq,BR,2.480745,BRA,Energetic allocation,Maize
Maize,Land use,m2a crop eq,BY,1.626294,BLR,Energetic allocation,Maize
Maize,Land use,m2a crop eq,CA,0.964708,CAN,Energetic allocation,Maize
Maize,Land use,m2a crop eq,CH,0.875438,CHE,Energetic allocation,Maize
Maize,Land use,m2a crop eq,CN,0.878737,CHN,Energetic allocation,Maize
Maize,Land use,m2a crop eq,CZ,1.209918,CZE,Energetic allocation,Maize
Maize,Land use,m2a crop eq,DE,0.924491,DEU,Energetic allocation,Maize
Maize,Land use,m2a crop eq,ES,0.769634,ESP,Energetic allocation,Maize
Maize,Land use,m2a crop eq,FR,0.968759,FRA,Energetic allocation,Maize
Maize,Land use,m2a crop eq,GR,0.782139,GRC,Energetic allocation,Maize
Maize,Land use,m2a crop eq,HU,1.179455,HUN,Energetic allocation,Maize
Maize,Land use,m2a crop eq,ID,2.547924,IDN,Energetic allocation,Maize
Maize,Land use,m2a crop eq,IN,2.23315,IND,Energetic allocation,Maize
Maize,Land use,m2a crop eq,IT,0.848784,ITA,Energetic allocation,Maize
Maize,Land use,m2a crop eq,JP,3.435116,JPN,Energetic allocation,Maize
Maize,Land use,m2a crop eq,LT,1.475279,LTU,Energetic allocation,Maize
Maize,Land use,m2a crop eq,MX,2.48377,MEX,Energetic allocation,Maize
Maize,Land use,m2a crop eq,NL,0.807617,NLD,Energetic allocation,Maize
Maize,Land use,m2a crop eq,PH,1.650139,PHL,Energetic allocation,Maize
Maize,Land use,m2a crop eq,PK,2.433886,PAK,Energetic allocation,Maize
Maize,Land use,m2a crop eq,PL,1.402579,POL,Energetic allocation,Maize
Maize,Land use,m2a crop eq,PT,1.056921,PRT,Energetic allocation,Maize
Maize,Land use,m2a crop eq,RO,1.687718,ROU,Energetic allocation,Maize
Maize,Land use,m2a crop eq,RU,1.820143,RUS,Energetic allocation,Maize
Maize,Land use,m2a crop eq,SI,0.999485,SVN,Energetic allocation,Maize
Maize,Land use,m2a crop eq,SK,1.210632,SVK,Energetic allocation,Maize
Maize,Land use,m2a crop eq,TH,2.027788,THA,Energetic allocation,Maize
Maize,Land use,m2a crop eq,TR,0.946077,TUR,Energetic allocation,Maize
Maize,Land use,m2a crop eq,UA,1.393457,UKR,Energetic allocation,Maize
Maize,Land use,m2a crop eq,US,0.798172,USA,Energetic allocation,Maize
Maize,Land use,m2a crop eq,VN,1.470692,VNM,Energetic allocation,Maize
Maize,Land use,m2a crop eq,ZA,1.79451,ZAF,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,AR,5.37e-4,ARG,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,AT,7.79e-4,AUT,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,BE,5.39e-4,BEL,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,BG,3.97e-4,BGR,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,BR,0.001097,BRA,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,BY,0.006286,BLR,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,CA,6.7e-4,CAN,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,CH,8.73e-4,CHE,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,CN,9.83e-4,CHN,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,CZ,6.3e-4,CZE,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,DE,7.33e-4,DEU,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,ES,0.001644,ESP,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,FR,8.58e-4,FRA,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,GR,7.05e-4,GRC,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,HU,5.04e-4,HUN,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,ID,8.26e-4,IDN,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,IN,0.001892,IND,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,IT,0.001066,ITA,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,JP,8e-4,JPN,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,LT,8.66e-4,LTU,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,MX,0.001388,MEX,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,NL,3.88e-4,NLD,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,PH,8.78e-4,PHL,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,PK,0.001401,PAK,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,PL,0.00125,POL,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,PT,0.001595,PRT,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,RO,6.47e-4,ROU,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,RU,9.66e-4,RUS,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,SI,8.6e-4,SVN,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,SK,6.48e-4,SVK,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,TH,0.001133,THA,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,TR,0.001226,TUR,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,UA,6.5e-4,UKR,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,US,7.54e-4,USA,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,VN,0.001695,VNM,Energetic allocation,Maize
Maize,Mineral resource scarcity,kg Cu eq,ZA,0.001411,ZAF,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,AR,0.031994,ARG,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,AT,0.04508,AUT,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,BE,0.036532,BEL,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,BG,0.037696,BGR,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,BR,0.065931,BRA,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,BY,0.410294,BLR,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,CA,0.042718,CAN,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,CH,0.054821,CHE,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,CN,0.076536,CHN,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,CZ,0.049924,CZE,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,DE,0.047574,DEU,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,ES,0.098112,ESP,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,FR,0.056649,FRA,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,GR,0.073142,GRC,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,HU,0.042449,HUN,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,ID,0.05201,IDN,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,IN,0.129249,IND,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,IT,0.069826,ITA,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,JP,0.068155,JPN,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,LT,0.055508,LTU,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,MX,0.105641,MEX,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,NL,0.030666,NLD,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,PH,0.066114,PHL,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,PK,0.107725,PAK,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,PL,0.081344,POL,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,PT,0.124724,PRT,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,RO,0.048694,ROU,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,RU,0.069828,RUS,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,SI,0.052902,SVN,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,SK,0.046101,SVK,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,TH,0.068978,THA,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,TR,0.087255,TUR,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,UA,0.053644,UKR,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,US,0.047607,USA,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,VN,0.103173,VNM,Energetic allocation,Maize
Maize,Fossil resource scarcity,kg oil eq,ZA,0.075156,ZAF,Energetic allocation,Maize
Maize,Water consumption,m3,AR,0.002364,ARG,Energetic allocation,Maize
Maize,Water consumption,m3,AT,4.22e-4,AUT,Energetic allocation,Maize
Maize,Water consumption,m3,BE,7.87e-4,BEL,Energetic allocation,Maize
Maize,Water consumption,m3,BG,0.007649,BGR,Energetic allocation,Maize
Maize,Water consumption,m3,BR,7.25e-4,BRA,Energetic allocation,Maize
Maize,Water consumption,m3,BY,0.069583,BLR,Energetic allocation,Maize
Maize,Water consumption,m3,CA,0.003847,CAN,Energetic allocation,Maize
Maize,Water consumption,m3,CH,6.34e-4,CHE,Energetic allocation,Maize
Maize,Water consumption,m3,CN,0.024187,CHN,Energetic allocation,Maize
Maize,Water consumption,m3,CZ,4.43e-4,CZE,Energetic allocation,Maize
Maize,Water consumption,m3,DE,0.001353,DEU,Energetic allocation,Maize
Maize,Water consumption,m3,ES,0.214843,ESP,Energetic allocation,Maize
Maize,Water consumption,m3,FR,0.049235,FRA,Energetic allocation,Maize
Maize,Water consumption,m3,GR,0.149705,GRC,Energetic allocation,Maize
Maize,Water consumption,m3,HU,8.48e-4,HUN,Energetic allocation,Maize
Maize,Water consumption,m3,ID,0.009294,IDN,Energetic allocation,Maize
Maize,Water consumption,m3,IN,0.051329,IND,Energetic allocation,Maize
Maize,Water consumption,m3,IT,0.057656,ITA,Energetic allocation,Maize
Maize,Water consumption,m3,JP,0.012777,JPN,Energetic allocation,Maize
Maize,Water consumption,m3,LT,0.001217,LTU,Energetic allocation,Maize
Maize,Water consumption,m3,MX,0.018174,MEX,Energetic allocation,Maize
Maize,Water consumption,m3,NL,0.007429,NLD,Energetic allocation,Maize
Maize,Water consumption,m3,PH,5.87e-4,PHL,Energetic allocation,Maize
Maize,Water consumption,m3,PK,0.2212,PAK,Energetic allocation,Maize
Maize,Water consumption,m3,PL,0.002339,POL,Energetic allocation,Maize
Maize,Water consumption,m3,PT,0.457926,PRT,Energetic allocation,Maize
Maize,Water consumption,m3,RO,0.009085,ROU,Energetic allocation,Maize
Maize,Water consumption,m3,RU,0.306219,RUS,Energetic allocation,Maize
Maize,Water consumption,m3,SI,4.92e-4,SVN,Energetic allocation,Maize
Maize,Water consumption,m3,SK,0.02138,SVK,Energetic allocation,Maize
Maize,Water consumption,m3,TH,6.6e-4,THA,Energetic allocation,Maize
Maize,Water consumption,m3,TR,0.073985,TUR,Energetic allocation,Maize
Maize,Water consumption,m3,UA,0.038927,UKR,Energetic allocation,Maize
Maize,Water consumption,m3,US,0.033803,USA,Energetic allocation,Maize
Maize,Water consumption,m3,VN,9.25e-4,VNM,Energetic allocation,Maize
Maize,Water consumption,m3,ZA,0.00714,ZAF,Energetic allocation,Maize
Maize,Global warming,kg CO2 eq,AR,1.386187,ARG,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,AT,0.231253,AUT,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,BE,0.24686,BEL,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,BG,0.248918,BGR,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,BR,1.228704,BRA,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,BY,1.885525,BLR,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,CA,0.346266,CAN,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,CH,0.308681,CHE,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,CN,0.398463,CHN,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,CZ,0.359893,CZE,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,DE,0.272163,DEU,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,ES,0.395939,ESP,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,FR,0.298241,FRA,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,GR,0.374592,GRC,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,HU,0.268812,HUN,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,ID,1.284103,IDN,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,IN,0.739646,IND,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,IT,0.335923,ITA,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,JP,0.408307,JPN,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,LT,0.329257,LTU,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,MX,0.593684,MEX,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,NL,0.261792,NLD,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,PH,0.384126,PHL,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,PK,0.769019,PAK,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,PL,0.416912,POL,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,PT,0.542324,PRT,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,RO,0.278101,ROU,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,RU,0.404555,RUS,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,SI,0.276984,SVN,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,SK,0.30531,SVK,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,TH,0.337092,THA,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,TR,0.415704,TUR,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,UA,0.340336,UKR,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,US,0.258974,USA,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,VN,0.734279,VNM,Mass allocation,Maize
Maize,Global warming,kg CO2 eq,ZA,0.350133,ZAF,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,AR,2.66e-6,ARG,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,AT,4.17e-6,AUT,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,BE,5.12e-6,BEL,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,BG,4.09e-6,BGR,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,BR,4.84e-6,BRA,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,BY,3.86e-5,BLR,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,CA,4.69e-6,CAN,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,CH,6.29e-6,CHE,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,CN,6.64e-6,CHN,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,CZ,6.6e-6,CZE,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,DE,5.35e-6,DEU,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,ES,5.75e-6,ESP,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,FR,5.73e-6,FRA,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,GR,5.62e-6,GRC,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,HU,4.8e-6,HUN,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,ID,6.15e-6,IDN,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,IN,8.76e-6,IND,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,IT,5.97e-6,ITA,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,JP,4.61e-6,JPN,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,LT,5.16e-6,LTU,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,MX,9.95e-6,MEX,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,NL,6.09e-6,NLD,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,PH,5.38e-6,PHL,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,PK,7.18e-6,PAK,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,PL,7.34e-6,POL,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,PT,6.71e-6,PRT,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,RO,4.01e-6,ROU,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,RU,6.13e-6,RUS,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,SI,5.17e-6,SVN,Mass allocation,Maize
Maize,Stratospheric ozone depletion,kg CFC11 eq,SK,4.76e-6,SVK,Mass allocation,Maize
