id,result_code,result_title,result_timing,result_scope,result_severity,result_score,result_invasive,spp_id,api_error
113034559,2.3,Livestock farming & ranching,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113034559,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113056867,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113056867,2.1.3,Agro-industry farming,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113058523,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113058523,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113064801,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113064801,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113080265,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113080265,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113081732,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
113085602,2.3,Livestock farming & ranching,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113085602,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113086224,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,NA,NA
113166511,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113166511,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113166688,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,NA,NA
113166688,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,NA,NA
113166688,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113166688,2.3,Livestock farming & ranching,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113166688,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113166688,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113166744,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113166744,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113166744,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113166744,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113166969,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113166969,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113166969,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113166969,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113167013,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113167013,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113167013,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113167013,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113167068,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113167068,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113167590,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113167590,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113167590,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113167619,2.3,Livestock farming & ranching,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113167619,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113168094,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168094,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168094,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113168139,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113168139,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113168139,2.3,Livestock farming & ranching,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113168139,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113168174,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168174,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168174,2.3,Livestock farming & ranching,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113168174,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113168217,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168217,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168217,2.3,Livestock farming & ranching,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113168217,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113168303,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113168925,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168925,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168925,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113168925,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113168946,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168946,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168946,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,NA,NA
113168946,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,NA,NA
113168946,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168971,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113168971,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169038,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169038,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169076,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169076,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169105,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169105,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169105,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169105,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169105,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113169889,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113169889,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170020,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113170020,2.1.3,Agro-industry farming,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113170100,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170100,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170141,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170141,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170141,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170141,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170291,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170291,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170379,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170379,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170547,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,NA,NA
113170547,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,NA,NA
113170547,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170547,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170547,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170608,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170608,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170608,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170608,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170608,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170608,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170668,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113170668,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113170696,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170696,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170696,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170717,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170717,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170725,2.3,Livestock farming & ranching,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113170725,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113170748,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170764,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170764,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170764,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170764,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170775,2.3,Livestock farming & ranching,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113170775,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113170881,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170881,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170881,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170881,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170881,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170881,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170898,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170898,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170989,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170989,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113170989,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113170989,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171008,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171008,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171008,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171008,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171707,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171707,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171707,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171707,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171707,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113171764,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171764,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171764,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171764,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171764,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113171918,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113171918,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113171918,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113171918,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113171933,2.3,Livestock farming & ranching,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113171933,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113172076,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113172076,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113172114,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113172343,2.1,Annual & perennial non-timber crops,"Past, Likely to Return",Unknown,Rapid Declines,Past Impact,NA,NA,NA
113172343,2.1.3,Agro-industry farming,"Past, Likely to Return",Unknown,Rapid Declines,Past Impact,NA,NA,NA
113172392,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113172452,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113172452,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113172587,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113172587,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113172587,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113172587,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113172587,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113172587,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113173163,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113173163,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113173163,2.2.2,Agro-industry plantations,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113173192,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113173192,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113173446,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113173446,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113173550,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113173550,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113174043,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113174043,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113174324,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113174324,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113174324,2.3,Livestock farming & ranching,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113174324,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113175357,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113175357,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113175357,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113175357,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113175632,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113175632,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113177157,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113177157,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113177157,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113177157,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113178420,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113178420,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113178420,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113178420,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,NA,NA
113178456,2.2.2,Agro-industry plantations,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113180064,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113180978,2.1,Annual & perennial non-timber crops,"Past, Likely to Return",Minority (<50%),"Slow, Significant Declines",Past Impact,NA,NA,NA
113180978,2.1.3,Agro-industry farming,"Past, Likely to Return",Minority (<50%),"Slow, Significant Declines",Past Impact,NA,NA,NA
113180978,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113181015,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113181015,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113181147,2.2.2,Agro-industry plantations,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113181386,2.2.2,Agro-industry plantations,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113181448,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113181448,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113200396,2.2.2,Agro-industry plantations,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113200965,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113200965,2.1.3,Agro-industry farming,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113201007,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113201007,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113201130,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113201130,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113201256,2.1,Annual & perennial non-timber crops,"Past, Likely to Return",Minority (<50%),"Slow, Significant Declines",Past Impact,NA,NA,NA
113201256,2.1.3,Agro-industry farming,"Past, Likely to Return",Minority (<50%),"Slow, Significant Declines",Past Impact,NA,NA,NA
113201506,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113201506,2.1.3,Agro-industry farming,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113201506,2.3,Livestock farming & ranching,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113201506,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
113201555,2.2.2,Agro-industry plantations,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113203619,2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,NA,NA
113203619,2.1.3,Agro-industry farming,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,NA,NA
113203619,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113203619,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA,NA
113203838,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113203838,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,NA,NA
113204124,2.3,Livestock farming & ranching,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA,NA
